trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
918,False,"{'a': 0.5, 'e': 0.19258553408751175}",25,17,9.698977236231189,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.19111339769520508}",25,15,20.448362250278905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.18964083129783424}",20,13,1.5791343517261172,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.18816783820867322}",30,18,21.451827146386236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.18669442174195539}",20,0,12.878653179348383,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.18522058521286738}",20,13,13.479001348545333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.18374633193754078}",20,16,6.489233592408462,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.18227166523304508}",20,14,3.5416053140449586,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.18079658841737928}",30,21,-3.261214244404176,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.1793211048094658}",20,9,9.306023531086424,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.17784521772914216}",25,10,22.68648631152813,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.17636893049715385}",25,3,21.471883775997842,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.17489224643514614}",25,0,25.608075238000584,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
931,False,"{'a': 0.5, 'e': 0.17341516886565772}",20,0,-69.02402680504107,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
932,False,"{'a': 0.5, 'e': 0.17193770111211254}",20,12,-7.779919709584031,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.17045984649881257}",25,14,21.80688994653994,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.1689816083509297}",20,9,23.48967576847684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.16750298999449934}",30,0,20.683030252405995,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
936,False,"{'a': 0.5, 'e': 0.1660239947564121}",20,9,21.054929664104222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.16454462596440697}",25,11,-12.008696594119344,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.16306488694706261}",25,0,21.98530893383019,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
939,False,"{'a': 0.5, 'e': 0.1615847810337914}",20,7,21.561837804928523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.16010431155483126}",20,14,9.5344493191679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.15862348184123745}",25,13,24.949816540041727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.1571422952248764}",25,7,32.045128947865685,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.15566075503841742}",25,0,-58.199681248237646,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
944,False,"{'a': 0.5, 'e': 0.15417886461532546}",25,12,12.609330023084746,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.15269662728985298}",25,1,28.47519912082667,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.15121404639703348}",25,15,19.16475171146215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.14973112527267338}",25,3,-0.7191312339242726,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
948,False,"{'a': 0.5, 'e': 0.14824786725334482}",30,18,22.069024020040796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.14676427567637726}",20,0,18.35020834220475,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
950,False,"{'a': 0.5, 'e': 0.14528035387985133}",20,11,20.85744884352306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.14379610520259048}",20,7,-39.20998864245091,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.1423115329841538}",25,11,25.8331566515613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.14082664056482772}",35,22,27.787150166721844,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.13934143128561977}",20,1,-31.759487851973823,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
955,False,"{'a': 0.5, 'e': 0.13785590848825025}",25,7,25.267643399696176,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.13637007551514496}",25,14,17.96968391189346,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.1348839357094271}",20,3,29.838614919782184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.1333974924149108}",30,15,15.53009010679384,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.13191074897609284}",20,12,-28.04610921888933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
960,False,"{'a': 0.5, 'e': 0.13042370873814554}",20,13,10.340213212917911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.12893637504690839}",25,17,-38.66198616033024,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
962,False,"{'a': 0.5, 'e': 0.1274487512488818}",20,4,26.256927103454775,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.12596084069121863}",20,0,-13.602419014522106,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
964,False,"{'a': 0.5, 'e': 0.12447264672171729}",20,8,-7.318892995331879,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.12298417268881312}",25,13,-19.704872143180538,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
966,False,"{'a': 0.5, 'e': 0.12149542194157227}",20,1,32.387675012234666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.12000639782968332}",20,10,17.451064278924708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.11851710370345009}",25,0,32.6586603334437,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
969,False,"{'a': 0.5, 'e': 0.11702754291378331}",30,17,19.936714017975234,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.11553771881219435}",30,7,16.201450541518916,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.1140476347507868}",20,14,11.200066667333735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.1125572940822494}",25,15,19.87309275601416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.11106670015984757}",25,8,31.317622658877955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.10957585633741725}",20,13,14.41755742602248,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.10808476596935639}",20,4,12.37822678323742,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.10659343241061792}",20,8,19.63412711033704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.10510185901670127}",25,14,17.160092952215454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.10361004914364617}",30,19,22.84496493711492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.10211800614802422}",30,8,45.29966388000245,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.10062573338693173}",25,11,25.321239741317225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.09913323421798134}",25,2,25.314881320444705,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.0976405119992958}",20,15,9.879988402694092,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.09614757008949967}",20,12,16.835654349853414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.09465441184771117}",25,14,17.540211034695933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.09316104063353596}",20,0,-9.392612503409714,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
986,False,"{'a': 0.5, 'e': 0.09166745980705862}",30,13,-19.06009027313019,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
987,False,"{'a': 0.5, 'e': 0.0901736727288356}",20,0,32.9970513553971,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
988,False,"{'a': 0.5, 'e': 0.08867968275988677}",30,15,24.51950068703171,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.08718549326168915}",20,0,19.27942539165718,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.08569110759616845}",30,12,34.22710659243243,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.08419652912569205}",20,13,14.272712836288315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.0827017612130604}",25,11,20.99158148934993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.08120680722150092}",30,15,16.43655695550096,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.07971167051465945}",25,11,18.332337971784682,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.07821635445659318}",25,15,7.829131869123252,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.07672086241176215}",20,8,6.420672390779386,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.07522519774502306}",20,14,13.478930301277533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.07372936382162078}",25,14,20.046211937497535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.07223336400718122}",20,11,-66.86493446522825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
1000,False,"{'a': 0.5, 'e': 0.0707372016677029}",25,15,18.47257546789426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.06924088016955068}",30,21,16.40695525289874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.06774440287944729}",20,13,17.123790112623457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.06624777316446621}",20,9,19.593735176906087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.06475099439202324}",30,16,0.3426078967167494,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1005,False,"{'a': 0.5, 'e': 0.0632540699298702}",25,11,2.3446185847999974,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1006,False,"{'a': 0.5, 'e': 0.06175700314608652}",25,12,10.66184942965214,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.5, 'e': 0.06025979740907203}",25,20,8.736302518896167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.058762456087538564}",30,19,20.691549234065306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.0572649825505037}",25,10,25.270469285599777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.05576738016728224}",30,13,33.15680730481268,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.5, 'e': 0.05426965230747917}",20,6,26.657209810184337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.5, 'e': 0.05277180234098107}",20,10,17.730512122299825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.05127383363794997}",20,5,25.39183859531594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.5, 'e': 0.049775749568814816}",25,15,19.013528568408265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.04827755350426435}",20,10,16.030693747015377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.04677924881523865}",25,6,30.861274901916207,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.04528083887292285}",25,6,17.301696214097134,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.04378232704873868}",25,8,19.192000400907823,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.04228371671433735}",25,5,35.76672543897919,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.040785011241591035}",30,16,28.55337842504757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.039286214002586625}",25,13,23.00018590950541,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.03778732836961728}",20,12,13.359307162792623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.03628835771517527}",20,12,15.341888752715114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.03478930541194349}",20,10,17.22076176906313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.03329017483278921}",35,19,30.40341607017396,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.5, 'e': 0.03179096935075582}",20,1,28.138636126229567,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.03029169233905459}",20,13,3.3063525781780094,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.028792347171058365}",20,6,26.44768670270632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.027292937220293155}",30,19,19.885891639091433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.025793465860430936}",20,9,19.81131158792925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.5, 'e': 0.024293936465281194}",20,12,6.812297457893213,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.5, 'e': 0.02279435240878465}",25,18,12.829483258808382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.5, 'e': 0.021294717065004805}",30,3,37.89327558383508,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.5, 'e': 0.019795033808120765}",25,0,39.20651819917479,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1035,False,"{'a': 0.5, 'e': 0.01829530601241879}",25,13,19.38776915361242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.016795537052286005}",25,13,19.90738072365265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.5, 'e': 0.015295730302201936}",25,17,14.128972313891905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.5, 'e': 0.013795889136731364}",30,0,48.927048368586725,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1039,False,"{'a': 0.5, 'e': 0.012296016930515831}",35,28,13.43895322024524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.010796117058267392}",25,16,18.731356648690365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.009296192894760127}",25,16,18.748986550344735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.5, 'e': 0.007796247814822993}",20,8,16.19523195712954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.5, 'e': 0.006296285193331342}",25,12,22.457749962790096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.004796308405200662}",35,21,28.841722213656492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.5, 'e': 0.0032963208253780946}",30,23,10.333983290843815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.5, 'e': 0.0017963258288352822}",25,20,9.266830519062282,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.5, 'e': 0.0002963267905598908}",30,20,17.065603414949162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,8,23.414430157868555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,17,15.249932775067489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,19,10.063715931755606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,10,23.42185294595987,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,14,10.513236797040765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,16,8.462632429289526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,21,19.343439627171122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,7,20.193954781610145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,18,15.855884484937643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,34.472967994034725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,14,28.02450719878682,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,1,39.179682500301155,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,14,19.248543839053497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,13,21.52030552709699,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,8,22.527149797013838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",35,23,18.83151707580548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,18,25.1892843238083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,2,34.32979027583547,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,17,14.441454165898582,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,5,27.03452374682588,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
